date,Distance,Angle,Motion,Velocity,RSSI
385,8.8757609636339,0.337616619924291,0,-0.0302139403187684,174
386,8.87999843126877,0.332679343114778,0,0.0047081178046362,173
387,8.8668740322468,0.330804943367136,0,-0.0134340215394744,173
388,8.82810985831716,0.328720616032524,0,-0.0387641739296338,173
389,9.04774234255906,0.321616887399081,1,0.214527667726674,173
390,9.42162750095352,0.290649654415086,1,0.0694878820801641,168
391,9.37621289828327,0.275434218667129,0,-0.0454146026702471,170
392,9.40185782852237,0.266936475473017,0,0.025644930239098,171
393,9.48497342381906,0.271100598440376,1,0.0831155952966913,171
394,9.43222509284061,0.270454244286253,-1,-0.0527483309784476,171
395,9.36335512677647,0.264740009425211,-1,-0.0688699660641383,172
396,9.27556819671779,0.258375128469907,-1,-0.0987994173081184,172
397,9.279183525165,0.253816165043201,0,0.000653551859434387,172
398,9.32628885713262,0.253613662852162,1,0.0576615618293168,172
399,9.33026936334665,0.249076946706307,0,0.00648451776617698,172
400,9.34657726056495,0.242015551962549,0,0.0163078972182955,172
401,9.3820306118228,0.231216148753474,0,0.0354533512578516,172
402,9.37361065367284,0.220481074513849,0,-0.00841995814996288,173
403,9.89623609165055,0.191132828131649,1,0.212727558476375,175
404,9.94434293253022,0.187125572404799,0,-0.024407743506174,176
405,9.9637693937612,0.163314074063261,0,0.018729971221731,176
406,9.97945735355436,0.154936143454876,0,0.0156879597931603,177
407,9.98629398192384,0.151789446205052,0,0.00683662836948429,177
408,9.99874676003896,0.146542226597205,0,0.00241438232792035,177
409,10.0257807574406,0.141105210248206,0,0.0199453703216239,178
410,10.2765960964453,0.139604157304963,1,0.25081533900476,175
411,10.5686596141102,0.140498459221386,1,0.292063517664886,175
412,10.6345273195003,0.13582523638833,1,0.0658677053900387,174
413,10.634513797701,0.139622706853284,0,-1.35217992447423E-05,174
414,10.6488911964342,0.148922105533822,0,0.0143773987331599,174
415,10.6691940610784,0.154325427298224,0,0.0261642427657289,174
416,10.7030979149641,0.167083311936383,0,0.0323621430995011,174
417,10.7192339971608,0.177245163579621,0,0.0161360821967094,175
418,10.7384206213867,0.1826040582458,0,0.0191866242258456,175
419,10.7544375854556,0.180438328094393,0,0.0262747657604905,175
420,10.7852484917569,0.182745158686094,0,0.03081090630128,175
421,10.7683212745153,0.183035673093241,0,-0.0187489963666447,175
422,11.6877534096165,0.162420907939319,0,0.0126718500557867,175
423,11.6577234031796,0.158498065523328,0,-0.025826930154448,175
424,11.6566060901705,0.162858781521815,0,-0.0115434922503717,173
425,11.6625957621168,0.166251105290449,0,0.00598967194627242,173
426,11.6861773010609,0.169384031404535,0,0.0235815389441267,173
427,11.6801681285726,0.167735085316409,0,-0.00600917248823052,173
428,12.0141331471716,0.165561214959979,1,0.319844807815379,173
429,12.7412823635936,0.156032734627984,1,0.605969159119496,170
430,12.9736754758151,0.150876123745665,1,0.232393112221487,166
431,12.9530229275457,0.153461711707437,0,-0.0206525482694513,166
432,12.9745408532968,0.158666641656459,0,0.000763194127545219,165
433,12.9715170373354,0.154801494454246,0,-0.00382907556504009,164
434,12.9630091703107,0.151781571786534,0,-0.00850786702465278,164
435,12.958894739127,0.147147887529552,0,-0.00411443118371047,164
436,12.9391342271095,0.145030699626547,0,-0.019760512017525,164
437,12.9297109973904,0.145918822062879,0,-0.00942322971906151,163
438,12.9559774953407,0.14562088016187,0,0.0262664979502389,163
439,13.1327324662627,0.142108673691503,1,0.176754970922016,163
440,13.6286184188174,0.136164139338202,1,0.584497229237908,163
441,14.1843910949736,0.123690206522414,1,0.41414012976162,162
442,14.2948851505899,0.117796791288208,1,0.110494055616288,162
443,14.3465345375568,0.119476592619007,1,0.0600678906091083,163
444,14.3284674495548,0.121737040027378,0,-0.0228632860317539,163
445,14.3287469914149,0.12595436119121,0,0.000279541860020771,163
446,14.4228918633444,0.134217662157389,0,0.0491916778166761,161
447,14.4645856252483,0.13731718630279,0,0.0416937619039004,159
448,14.4616343913384,0.14083652815137,0,-0.00295123390993801,158
449,14.6424340600206,0.141845114862364,1,0.229525562712498,164
450,14.9829909919663,0.138599984416973,1,0.42926636157676,162
451,15.2128995812907,0.133838599661676,1,0.15418062376275,163
452,15.1850658706356,0.130099423634357,0,-0.0278337106550826,163
453,15.1698062170631,0.132890840846399,0,-0.0152596535725227,166
454,15.2058822706361,0.133900736093856,0,0.0360760535729963,164
455,15.2490340992061,0.134843006522338,0,0.0431518285699699,163
456,15.2537401207431,0.133478112325064,0,0.00470602153703226,163
457,15.2246869728625,0.132408981906109,0,-0.0290531478805462,164
458,15.4572827285863,0.129100220711123,1,0.130570645632917,164
459,16.0621702601827,0.126095223466089,1,0.604887531596392,164
460,16.7466893034438,0.11850953088689,1,0.684519043261101,165
461,16.914764631167,0.118517155468147,1,0.168075327723191,163
462,16.9675523317699,0.117553232409812,1,0.052787700602849,163
463,17.0948382858116,0.113729560576014,1,0.102343744475821,164
464,17.5875336008115,0.108242310355387,1,0.434842664639749,164
465,17.7741004372328,0.102575967213229,1,0.186566836421292,166
466,17.7995552873105,0.0979116176254309,1,0.0523672378245088,166
467,17.8063251797873,0.0956173254466718,0,-0.00258153581940235,166
468,17.8088989609584,0.0961675726250457,0,0.00257378117104423,166
469,17.8430306182148,0.0976722891753698,0,0.0211712517401992,166
470,17.8391629518612,0.0976935328905108,0,0.00449884109843168,166
471,17.9181446181237,0.0938976256483522,1,0.0799542720415936,166
472,18.47345752378,0.0905235517759085,1,0.555312905656241,166
473,19.492053566163,0.0899012274932719,1,1.01859604238299,166
474,19.8744763901533,0.0821069629603256,1,0.382422823990336,163
475,19.9565196588196,0.0797577444888834,1,0.0820432686663146,163
476,20.0175394114618,0.0850279409221375,0,0.01294408046871,163
477,20.0335370948395,0.0869639304680217,0,0.0209461951500067,162
478,20.0556747758817,0.0888698690285989,0,0.0221376810421532,162
479,20.0212835382334,0.0895243934577557,0,-0.0269590730190394,164
480,20.0639989418727,0.0888329013224304,0,0.0489197505474728,163
481,20.5294304266157,0.0868137984850208,1,0.465431484742961,163
482,21.4118192169445,0.0860399650660371,1,0.882388790328807,161
483,22.0894229585527,0.0833944140533752,1,0.677603741608241,157
484,22.2233113599344,0.0810848532358666,1,0.133888401381672,158
485,22.219953903963,0.0838066133484134,0,0.0186945286428788,158
486,22.270992069591,0.086317947594741,1,0.051038165628043,158
487,22.3210493215539,0.0883724816506766,1,0.0500572519628797,158
488,22.3660380534176,0.0899898071300856,0,0.0449887318636399,158
489,22.3741146181428,0.0908547904824889,0,0.00807656472522211,160
490,22.3481793215554,0.091409850493244,0,-0.0259352965874164,158
491,22.4124232361828,0.0911471003635625,0,0.0496819097525076,158
492,23.4716502399964,0.087878517588475,1,0.977046539848832,160
493,25.7645773445617,0.0531988709072291,1,0.146964188876815,149
494,25.8152476893701,0.049991287510756,1,0.0506703448084167,148
495,25.8712266464309,0.0657574450061876,1,0.0559789570607911,147
496,25.9258637373824,0.090767658848602,1,0.054637090951541,150
497,25.8903093482069,0.0626125765011572,-1,-0.0574539402903582,143
498,25.8157118152707,0.0593009835906178,-1,-0.0904441499631865,144
499,26.0154201893582,0.0588452290896239,1,0.199708374087486,146
500,27.0757027407539,0.0506204871990533,1,0.934365769503625,146
501,28.0013785990453,0.0432256177233829,1,1.13353451853025,147
502,29.1280308092042,0.0374297377351279,1,0.890502327700034,150
503,29.4981324248042,0.0335677503637131,1,0.370101615599978,151
504,29.6136416463672,0.0314096100056875,0,0.0420248563128709,156
505,29.6260331004206,0.0320718902515614,0,0.0123914540533505,155
506,29.668895102277,0.0330372361679321,0,0.0428620018563812,155
507,29.6736181074073,0.0357295683588984,0,0.0047230051302769,156
508,29.6412235051484,0.0371190022170389,0,-0.0323946022589006,153
509,29.6455332732512,0.039138989403145,0,0.00430976810282147,150
510,29.6371977558342,0.0408384223907218,0,-0.00833551741699878,148
511,29.6242522730547,0.0422076887939103,0,-0.0129454827794433,147
512,29.6030518218471,0.0435903914442682,0,-0.0212004512076653,148
513,29.5262177256499,0.044042904252852,-1,-0.0768340961971816,151
514,29.2701102293449,0.0461385037413228,-1,-0.256107496305013,146
515,28.877535011763,0.0474595367770975,-1,-0.392575217581857,153
516,28.3279227481731,0.0487344739299064,-1,-0.549612263589957,150
517,27.7975034332539,0.051826410957052,-1,-0.657082110298671,144
518,26.9982534660585,0.0567007094362871,-1,-0.67895330338591,148
519,26.1554149485992,0.0596789000087226,-1,-0.842838517459263,149
520,25.0969635344069,0.0629974844749743,-1,-1.05845141419235,148
521,23.8069601697537,0.0672579332574641,-1,-1.29000336465314,151
522,22.9539415151719,0.0706348358113583,-1,-0.85301865458187,153
523,22.4862860100683,0.0721063794336453,-1,-0.467655505103547,151
524,22.1561431332994,0.0745404539919756,-1,-0.330142876768939,156
525,21.8158354596543,0.0734071298181524,-1,-0.416858750191508,159
526,21.3281710544074,0.0755588920921207,-1,-0.4876644052469,159
527,20.3918761504185,0.075592241158846,-1,-0.788830973579,159
528,19.478840313651,0.0760531777399248,-1,-0.913035836767545,160
529,18.2541402120058,0.079517807424674,-1,-1.22470010164523,163
530,16.9541690235557,0.0874054127791137,-1,-1.29997118845002,169
531,15.8992010380912,0.100804623113268,-1,-1.31785012386825,170
532,14.3174949731998,0.126757938918406,-1,-1.30831747601962,169
533,13.27397078115,0.145914565151642,-1,-1.30465483857156,166
534,11.7645793835127,0.174282817753467,-1,-1.24880360983785,170
535,10.7575781899889,0.19268298473583,-1,-1.24887240972614,176
536,9.32752710564451,0.219391132132104,-1,-1.1786087984728,177
537,8.36825949385401,0.243796210278354,-1,-1.19157389129287,172
538,7.11118732275599,0.304197943840499,-1,-1.04369614794054,181
539,6.16748359343703,0.359541706991876,-1,-0.943703729318958,187
540,5.51426792046939,0.408411022050738,-1,-0.826463938913789,195
541,5.0294381018751,0.466042506110552,-1,-0.484829818594288,198
542,4.87961058998095,0.488497603650527,-1,-0.149827511894145,198
543,5.09104962046754,0.459964523135915,1,0.211439030486583,191
544,5.8075292735638,0.392243387970536,1,0.632801961394248,191
545,6.74602216225751,0.329059783065514,1,0.93849288869371,187
546,7.63874187555195,0.266267525528418,1,0.0931071237924428,173
547,7.84125625772054,0.257910965700022,1,0.202514382168598,182
548,7.66908306468015,0.263837705350314,-1,-0.17217319304039,183
549,7.40845023470937,0.274755695727187,-1,-0.260632829970783,183
550,7.38916303416238,0.279713174863436,0,-0.0192872005469944,185
551,7.59859084424877,0.274538655170523,1,0.227808288811431,187
552,8.26786097554341,0.250561587386003,1,0.579379889291741,186
553,8.92477871003174,0.219121626343926,1,0.656917734488326,181
554,9.65800210456021,0.184309444169496,1,0.733223394528476,174
555,10.3377347835234,0.16912044057694,1,0.836407356730762,159
